Repository,Stars,Contributor,Location,City,Country,Latitude,Longitude
llm,6250,Till--H,"Hamburg, Germany",Hamburg,Germany,53.5488282,9.9871703
llm,6250,tnorthcutt,"Fort Collins, CO",Fort Collins,United States,40.5852602,-105.084423
llm,6250,Will-So,Seattle,Seattle,United States,47.6061389,-122.3328481
llm,6250,ealvar3z,Niihama-shi,Niihama City,Niihama City,33.9602876,133.2833918
llm,6250,nakamichiworks,"Tokyo, Japan",Tokyo,Japan,35.6764225,139.650027
llm,6250,watany-dev,japan,Japan,japan,36.204824,138.252924
ShortGPT,6173,transonit,Vietnam,Vietnam,Vietnam,14.058324,108.277199
ShortGPT,6173,Erim32,Toulouse,Toulouse,France,43.6048462,1.442848
ShortGPT,6173,Paillat-dev,Switzerland,Switzerland/Switzerland/Switzerland/Swiss,Switzerland,46.818188,8.227511999999999
ShortGPT,6173,abirabedinkhan,Bangladesh,Dhaka,Bangladesh,23.684994,90.356331
ShortGPT,6173,vembarrajan,India,India,India,20.593684,78.96288
ShortGPT,6173,deftio,"San Francisco, United States",San Francisco,United States,37.7749295,-122.4194155
postgresml,6171,levkk,"San Francisco, CA",San Francisco,Canada,37.7749295,-122.4194155
postgresml,6171,montanalow,"San Francisco, CA",San Francisco,Canada,37.7749295,-122.4194155
postgresml,6171,SilasMarvin,"Portland, Oregon",Portland,Oregon,45.515232,-122.6783853
postgresml,6171,ryanstrashcan,"Portland, OR",Portland,United States,45.515232,-122.6783853
postgresml,6171,solidsnack,"Dallas, TX",Dallas,United States,32.7766642,-96.7969879
postgresml,6171,samdobson,UK,Oak,Central African Republic / Central African Republic,55.378051,-3.435973
postgresml,6171,ChuckHend,Minnesota,Minnesota,United States,44.9780559,-93.2657124
postgresml,6171,aplchian,"Charleston, SC",Charleston,United States,32.7833163,-79.9319664
postgresml,6171,nickcanz,Philadelphia area,Candlewood Suites - Philadelphia - Airport Area,United States,39.9526322,-75.1652419
postgresml,6171,tigitz,Nice,Nice,France,43.7101728,7.261953200000001
postgresml,6171,tanruixiang,Hangzhou,Hangzhou,China,30.2741499,120.15515
postgresml,6171,ThomasKluiters,"Delft, The Netherlands",Delft,The Netherlands,52.01157689999999,4.3570677
postgresml,6171,elvizlai,Shanghai,Shanghai,China,31.230416,121.473701
postgresml,6171,cyccbxhl,shenzhen,Shenzhen,China,22.5428599,114.05956
postgresml,6171,jhydra12,"San Francisco, CA",San Francisco,Canada,37.7749295,-122.4194155
postgresml,6171,jonatas,Brazil,Brazil,Brazil,-14.235004,-51.92528
postgresml,6171,f-prime,USA,United States,USA,38.7945952,-106.5348379
postgresml,6171,digoal,Hangzhou@China,Hangzhou,China,30.2741499,120.15515
postgresml,6171,dpereira,"Porto Alegre, RS, Brazil",Porto Alegre,Brazil,-30.0368176,-51.2089887
postgresml,6171,changyaochen,New York,City of New York,United States,40.7127753,-74.0059728
postgresml,6171,preciz,Austria,Austria,Austria,47.516231,14.550072
postgresml,6171,spinscale,"Emsdetten, Germany",Emsdetten,Germany,52.1684948,7.526487099999999
OpenPromptStudio,6133,yArna,Beijing ,Beijing,China,39.904211,116.407395
OpenPromptStudio,6133,sinlov,"Chengdu,China",Chengdu,China,30.5722599,104.0665099
OpenPromptStudio,6133,0xLLLLH,Hangzhou,Hangzhou,China,30.2741499,120.15515
OpenPromptStudio,6133,godlockin,"ShangHai, China",ShangHai,China,31.230416,121.473701
OpenPromptStudio,6133,circlensq-hq,Taiwan,Taiwan,Taiwan,23.69781,120.960515
ML-Course-Notes,6111,goodhamgupta,Singapore,Singapore,Singapore,1.352083,103.819836
GenAI_Agents,6108,louisgthier,"Paris, France",Paris,France,48.8575475,2.3513765
GenAI_Agents,6108,ofir-ov,"Tel Aviv, Israel",Tel Aviv,Israel,32.0852999,34.78176759999999
GenAI_Agents,6108,Zovi343,"Brno, Czech Republic",Brno,Czech Republic,49.1950602,16.6068371
GenAI_Agents,6108,ClementFrvl,Paris,Paris,France,48.8575475,2.3513765
GenAI_Agents,6108,robert-arp,Romania,Romania,Romania,45.943161,24.96676
GenAI_Agents,6108,connor-john,New Zealand / Australia,Australia,New Zealand / Aotearoa,-40.900557,174.885971
GenAI_Agents,6108,jasonsheinkopf,Los Angeles,Los Angeles,United States,34.0549076,-118.242643
GenAI_Agents,6108,nomi-npr,Brazil,Brazil,Brazil,-14.235004,-51.92528
GenAI_Agents,6108,NitishPal2013,Delhi,Delhi,India,28.6139298,77.2088282
GenAI_Agents,6108,vincenzofanizza,Italy,Italy,Italy,41.87194,12.56738
GenAI_Agents,6108,baptchv,France,France,France,46.227638,2.213749
GenAI_Agents,6108,Umairkhan2324,lahore,Lahore,Pakistan,31.5203696,74.35874729999999
ChatGPT-Shortcut,6106,CharlieJCJ,"Berkeley, CA",Berkeley,Canada,37.8715226,-122.273042
llm,6090,danforbes,"San Diego, California",San Diego,California,32.715738,-117.1610838
llm,6090,pixelspark,The Netherlands,The Netherlands,The Netherlands,52.132633,5.291265999999999
llm,6090,steventrouble,Seattle,Seattle,United States,47.6061389,-122.3328481
llm,6090,averypelle,"Hoboken, NJ",Hoboken,United States,40.7371004,-74.0313047
llm,6090,odysa,New York,City of New York,United States,40.7127753,-74.0059728
llm,6090,hlhr202,Singapore,Singapore,Singapore,1.352083,103.819836
llm,6090,chris-ha458,Seoul,Seoul Metropolitan City,korea,37.550263,126.9970831
llm,6090,radu-matei,"Ghent, Belgium",Ghent,Belgium,51.0499922,3.7303853
llm,6090,katopz,"Tokyo, Japan",Tokyo,Japan,35.6764225,139.650027
llm,6090,viirya,Seattle,Seattle,United States,47.6061389,-122.3328481
llm,6090,karelnagel,Estonia,Estonia,Estonia,58.595272,25.013607
llm,6090,clarkmcc,"Idaho, USA",Idaho,United States,43.6167436,-116.1989748
llm,6090,trizko,"Los Angeles, CA",Los Angeles,Canada,34.0549076,-118.242643
llm,6090,lucksus,"Recklinghausen, Germany",Recklinghausen,Germany,51.6117809,7.197388500000001
llm,6090,najielhachem,Lebanon,Beirut,Lebanon,33.854721,35.862285
llm,6090,nightscape,"Regensburg, Germany",regensburg,Germany,49.0134297,12.1016236
llm,6090,juliooa,"Santiago, Chile",Santiago,Chile,-33.4488897,-70.6692655
llm,6090,juho-p,Finland,Finland,Finland,61.92410999999999,25.748151
llm,6090,darthdeus,"Prague, Czech Republic",Prague,Czech Republic,50.0755381,14.4378005
llm,6090,JRazek,Warsaw,Warsaw,Poland,52.2296756,21.0122287
llm,6090,cmoog,USA,United States,USA,38.7945952,-106.5348379
llm,6090,basraayman,"Sinsheim, Germany",Sinsheim,Germany,49.2488637,8.8884905
vespa,5989,baldersheim,"Trondheim, Norway",Trondheim,Norway,63.4305149,10.3950528
vespa,5989,jonmv,"Trondheim, Norway",Trondheim,Norway,63.4305149,10.3950528
vespa,5989,bjorncs,"Trondheim, Norway",Trondheim,Norway,63.4305149,10.3950528
vespa,5989,mpolden,"Trondheim, Norway",Trondheim,Norway,63.4305149,10.3950528
vespa,5989,arnej27959,"Trondheim, Norway",Trondheim,Norway,63.4305149,10.3950528
vespa,5989,bratseth,"Trondheim, Norway",Trondheim,Norway,63.4305149,10.3950528
vespa,5989,gjoranv,"Trondheim, Norway",Trondheim,Norway,63.4305149,10.3950528
vespa,5989,hakonhall,"Trondheim, Norway",Trondheim,Norway,63.4305149,10.3950528
vespa,5989,vekterli,"Trondheim, Norway",Trondheim,Norway,63.4305149,10.3950528
vespa,5989,toregge,"Trondheim, Norway",Trondheim,Norway,63.4305149,10.3950528
vespa,5989,havardpe,Trondheim,Trondheim,Norway,63.4305149,10.3950528
vespa,5989,tokle,"Trondheim, Norway",Trondheim,Norway,63.4305149,10.3950528
vespa,5989,aressem,Trondheim,Trondheim,Norway,63.4305149,10.3950528
vespa,5989,hmusum,"Trondheim, Norway",Trondheim,Norway,63.4305149,10.3950528
vespa,5989,theodorklauritzen,"Trondheim, Norway",Trondheim,Norway,63.4305149,10.3950528
vespa,5989,kkraune,"Trondheim, Norway",Trondheim,Norway,63.4305149,10.3950528
vespa,5989,bjormel,Trondheim,Trondheim,Norway,63.4305149,10.3950528
vespa,5989,ldalves,"Trondheim, Norway",Trondheim,Norway,63.4305149,10.3950528
vespa,5989,frodelu,"Trondheim, Norway",Trondheim,Norway,63.4305149,10.3950528
vespa,5989,MariusArhaug,Norway | Trondheim / Alesund,SiT Soppen student kindergarten,Norway,63.4305149,10.3950528
vespa,5989,andreer,"Trondheim, Norway",Trondheim,Norway,63.4305149,10.3950528
vespa,5989,oyving,"Trondheim, Norway",Trondheim,Norway,63.4305149,10.3950528
vespa,5989,evgiz,Norway,Trondheim,Norway,60.47202399999999,8.468945999999999
vespa,5989,mgimle,Trondheim,Trondheim,Norway,63.4305149,10.3950528
vespa,5989,vegardsjo,"Oslo, Norway",Oslo,Norway,59.9138688,10.7522454
vespa,5989,Oracien,Trondheim,Trondheim,Norway,63.4305149,10.3950528
vespa,5989,esolitos,"Trondheim, NO",Trondheim,NO,63.4305149,10.3950528
vespa,5989,ean,Norway,Trondheim,Norway,60.47202399999999,8.468945999999999
vespa,5989,dainiusjocas,Vilnius,Lithuania,Vilnius,54.6871555,25.2796514
vespa,5989,thomasht86,"Trondheim, Norway",Trondheim,Norway,63.4305149,10.3950528
vespa,5989,yehzu,"Taipei, Taiwan",Taipei,Taiwan,25.0329694,121.5654177
vespa,5989,jingtinghuang,Taiwan,Taiwan,Taiwan,23.69781,120.960515
vespa,5989,johans1,"Trondheim, Norway",Trondheim,Norway,63.4305149,10.3950528
vespa,5989,palloberg,"Trondheim, Norway",Trondheim,Norway,63.4305149,10.3950528
vespa,5989,YavorPaunov,"Miami, FL",Miami,United States,25.7616798,-80.1917902
vespa,5989,r-andrew-dev,WI ,Wisconsin,United States,43.0761864,-89.3821606
vespa,5989,johansolbakken,Norway,Trondheim,Norway,60.47202399999999,8.468945999999999
vespa,5989,shilajeet,Chennai,Chennai,India,13.0843007,80.2704622
vespa,5989,quiye,"Kanagawa, Japan",Kanagawa,Japan,35.4827827,139.6146102
vespa,5989,paolodedios,"Seattle, WA",Seattle,United States,47.6061389,-122.3328481
vespa,5989,nicot,"Durango, CO",Durango,United States,37.2739528,-107.8792499
vespa,5989,wix-mikej,SF Bay Area,San Francisco Bay Area,United States,37.8271784,-122.2913078
vespa,5989,grace-lam,Bay Area,San Francisco Bay Area,United States,37.8271784,-122.2913078
vespa,5989,fanisaputra98,Indonesia,Indonesia,Indonesia,-0.789275,113.921327
vespa,5989,buinauskas,"Vilnius, Lithuania",Vilnius,Lithuania,54.6871555,25.2796514
vespa,5989,cjolif,"Paris, France",Paris,France,48.8575475,2.3513765
vespa,5989,anagao,"San Jose, CA",San José,Canada,37.33874,-121.8852525
LaVague,5902,lyie28,Paris,Paris,France,48.8575475,2.3513765
LaVague,5902,mbrunel,Paris,Paris,France,48.8575475,2.3513765
LaVague,5902,adeprez,Small,Small,France,50.624378,3.0678588
LaVague,5902,dhuynh95,Berkeley,Berkeley,United States,37.8715226,-122.273042
LaVague,5902,paulpalmieri,"Paris, France",Paris,France,48.8575475,2.3513765
LaVague,5902,mattanapol,Thailand,Thailand,Thailand,15.870032,100.992541
LaVague,5902,yunwoong7,"Seoul, Korea",Seoul,Korea,37.550263,126.9970831
LaVague,5902,punkt2,"Munich, Germany",Munich,Germany,48.1351253,11.5819806
LaVague,5902,shubhamofbce,"Patna, Bihar",Patna,Bihar,25.5940947,85.1375645
LaVague,5902,shawon-majid,"Sylhet, Bangladesh ",Sylhet,Bangladesh,24.9047808,91.8600079
LaVague,5902,isaac-chung,"Tallinn, Estonia",Tallinn,Estonia,59.43696079999999,24.7535746
LaVague,5902,agn-7,"Istanbul, Turkey",Istanbul,Turkey,41.0082376,28.9783589
LaVague,5902,Adem-Bouatay,Tunisia,Tunisia,Tunisia,33.886917,9.537499
agent-zero,5869,frdel,Czech Republic,Prague,Czech Republic,49.81749199999999,15.472962
agent-zero,5869,3clyp50,Italy,Italy,Italy,41.87194,12.56738
david-ai,5841,einazare,"Bucharest, Romania",Bucharest,Romania,44.4267674,26.1025384
david-ai,5841,marqbeniamin,"Bucharest, Romania",Bucharest,Romania,44.4267674,26.1025384
david-ai,5841,alexandru-paduraru,Bucharest,Bucharest,Romania,44.4267674,26.1025384
david-ai,5841,rohannY,mumbai,Mumbai Suburban,India,19.0759837,72.8776559
david-ai,5841,ianfireman,Reef,Reef,Brazil,-8.0578381,-34.8828969
david-ai,5841,oivoodoo,"Barcelona, Spain",Barcelona,Spain,41.3873974,2.168568
david-ai,5841,MeridjaNassim,Algeria,Oran,Algeria,28.033886,1.659626
david-ai,5841,sylvainDNS,Nantes,Nantes,France,47.218371,-1.553621
david-ai,5841,gipsi,UK,Oak,Central African Republic / Central African Republic,55.378051,-3.435973
david-ai,5841,topless,Switzerland,Switzerland/Switzerland/Switzerland/Swiss,Switzerland,46.818188,8.227511999999999
david-ai,5841,kevinphanle,"San Jose, CA",San José,Canada,37.33874,-121.8852525
clearml,5838,Rizwan-Hasan,"Chattogram, Bangladesh",Chattogram,Bangladesh,22.3752075,91.8348606
clearml,5838,materight,"Zurich, Switzerland",Zurich,Switzerland,47.3768866,8.541694
clearml,5838,cksac,Hong Kong,Hong Kong,China,22.3193039,114.1693611
clearml,5838,AH-Merii,United Kingdom,United Kingdom,United Kingdom,55.378051,-3.435973
clearml,5838,HyamsG,Jerusalem,Jerusalem | Jerusalem,Israel,31.768319,35.21371
clearml,5838,pktiuk,"Warsaw, Poland",Warsaw,Poland,52.2296756,21.0122287
clearml,5838,tvelovraf,Moscow,Moscow,Russia,55.755826,37.6173
clearml,5838,chengzegang,New York,City of New York,United States,40.7127753,-74.0059728
clearml,5838,tkukurin,Croatia,Zagreb,Croatia,45.1,15.2
clearml,5838,mctigger,Karlsruhe,Karlsruhe,Germany,49.0068901,8.4036527
clearml,5838,raviv,Israel,Israel,Israel,31.046051,34.851612
clearml,5838,radugrosu,London,London,United Kingdom,51.5072178,-0.1275862
clearml,5838,xquyvu,London,London,United Kingdom,51.5072178,-0.1275862
clearml,5838,pzarfos,USA,United States,USA,38.7945952,-106.5348379
clearml,5838,pedroconceicao,Amsterdam NL,Amsterdam,The Netherlands,52.3675734,4.9041389
clearml,5838,iou2much,Guangzhou,Guangzhou,China,23.1290799,113.26436
clearml,5838,d-vignesh,Bangalore,Bengaluru,India,12.9715987,77.5945627
clearml,5838,dimidagd,Denmark,Denmark,Denmark,56.26392,9.501785
clearml,5838,davyx8,Israel,Israel,Israel,31.046051,34.851612
clearml,5838,fjean,Montreal,Montreal,Canada,45.5018869,-73.5673919
clearml,5838,freddessert,"Toronto, Canada",Toronto,Canada,43.653226,-79.3831843
clearml,5838,FateScript,"Beijing, China",Beijing,China,39.904211,116.407395
clearml,5838,ErenBalatkan,Turkey,Türkiye,Turkey,38.963745,35.243322
clearml,5838,dankirsdot,"Austin, TX",Austin,United States,30.267153,-97.7430608
clearml,5838,Crissman,Japan,Japan,Japan,36.204824,138.252924
clearml,5838,cgaudreau-ubisoft,Winnipeg,Winnipeg,Canada,49.8954221,-97.1385145
clearml,5838,CharlesFrankum,London,London,United Kingdom,51.5072178,-0.1275862
clearml,5838,bzamecnik,Czech Republic,Prague,Czech Republic,49.81749199999999,15.472962
clearml,5838,Anton-Cherepkov,"Tbilisi, Georgia",Tbilisi,Georgia,41.6938026,44.80151679999999
clearml,5838,AdrianoKF,Germany,Germany,Germany,51.165691,10.451526
clearml,5838,odulcy-mindee,Paris,Paris,France,48.8575475,2.3513765
clearml,5838,mathematicalmichael,"Denver, CO",Denver,United States,39.7392358,-104.990251
clearml,5838,manojlds,Chennai,Chennai,India,13.0843007,80.2704622
clearml,5838,shpigi,Canada,San Francisco,Canada,56.130366,-106.346771
clearml,5838,thechargedneutron,"Austin, TX",Austin,United States,30.267153,-97.7430608
clearml,5838,jimdiroffii,United States,United States,United States,38.7945952,-106.5348379
clearml,5838,idantene,Helsinki,Helsinki,Finland,60.16985569999999,24.938379
clearml,5838,mendrugory," Málaga, Spain",Malaga,Spain,36.7178196,-4.425557
snorkel,5832,ajratner,"Stanford, CA",Stanford,Canada,37.42410599999999,-122.1660756
snorkel,5832,henryre,"San Francisco, CA",San Francisco,Canada,37.7749295,-122.4194155
snorkel,5832,stephenbach,"Providence, RI",Providence,United States,41.8245558,-71.414199
snorkel,5832,bhancock8,"Stanford, California",Stanford,California,37.42410599999999,-122.1660756
snorkel,5832,jason-fries,"Stanford, CA",Stanford,Canada,37.42410599999999,-122.1660756
snorkel,5832,vincentschen,San Francisco,San Francisco,United States,37.7749295,-122.4194155
snorkel,5832,netj,"Los Altos, CA, USA",The Heights,United States,37.3852183,-122.1141298
snorkel,5832,dhimmel,New Hampshire,New Hampshire,United States,43.2075995,-71.5367279
snorkel,5832,hangyao,San Francisco Bay Area,San Francisco Bay Area,United States,37.7749295,-122.4194155
snorkel,5832,danich1,USA,United States,USA,38.7945952,-106.5348379
snorkel,5832,pmlandwehr,"San Francisco, CA",San Francisco,Canada,37.7749295,-122.4194155
snorkel,5832,4d4stra,"Seattle, WA",Seattle,United States,47.6061389,-122.3328481
snorkel,5832,lukehsiao,"Remote, USA",Remote,United States,38.7945952,-106.5348379
snorkel,5832,moreymat,"Marseille, France",Marseille,France,43.3025742,5.369074299999999
snorkel,5832,fpoms,"California, USA",California,United States,34.0548951,-118.2426415
snorkel,5832,anerirana,"Amherst, Massachusetts",Amherst,Massachusetts,42.3732216,-72.5198537
snorkel,5832,thammegowda,"Redmond, WA",Redmond,United States,47.6739881,-122.121512
snorkel,5832,debnil,San Francisco,San Francisco,United States,37.7749295,-122.4194155
snorkel,5832,minhtuev,"Cambridge, MA, 02139",Cambridge,02139,42.36475590000001,-71.1032591
snorkel,5832,MattMorgis,Philadelphia ,Philadelphia,United States,39.9525839,-75.1652215
snorkel,5832,phosseini,San Francisco Bay Area,San Francisco Bay Area,United States,37.7749295,-122.4194155
snorkel,5832,sfilipi,"Seattle, WA ",Seattle,United States,47.6061389,-122.3328481
snorkel,5832,TrigonaMinima,"Bangalore, India",Bangalore,India,12.9715987,77.5945627
snorkel,5832,thatch,Sierra Nevadas,Sierra Nevada,United States,38.3708882,-119.5268829
snorkel,5832,kuleshov,"New York, NY",New York,United States,40.7127753,-74.0059728
snorkel,5832,yayitswei,"San Francisco, CA",San Francisco,Canada,37.7749295,-122.4194155
snorkel,5832,ferhatelmas,"Amsterdam, NL",Amsterdam,Netherlands,52.3675734,4.9041389
snorkel,5832,ghaccount,"San Francisco, CA",San Francisco,Canada,37.7749295,-122.4194155
snorkel,5832,alohia,Bangalore,Bengaluru,India,12.9715987,77.5945627
snorkel,5832,ameasure,Washington DC,Washington,United States,38.9071923,-77.0368707
snorkel,5832,Andrej1A,Germany,Germany,Germany,51.165691,10.451526
snorkel,5832,chrisji,Brighton (UK),Brighton,United Kingdom,50.8229402,-0.1362672
snorkel,5832,garaud,France / Bordeaux,Bordeaux,France,44.8416106,-0.5810938
snorkel,5832,fredsala,"Madison, WI",Madison,United States,43.0721661,-89.4007501
snorkel,5832,mooz,Japan,Japan,Japan,36.204824,138.252924
snorkel,5832,MLobo1997,Amsterdam,Amsterdam,The Netherlands,52.3675734,4.9041389
SuperPrompt,5823,NeoVertex1,USA,United States,USA,38.7945952,-106.5348379
SuperPrompt,5823,phughesmcr,"Manchester, United Kingdom",Manchester,United Kingdom,53.4807593,-2.2426305
SuperPrompt,5823,metehan777,"Ankara, Turkey",Ankara,Turkey,39.9333635,32.8597419
SuperPrompt,5823,Railly,"Lima, Peru",Five,Peru,-12.0466888,-77.0430886
SuperPrompt,5823,trishachander,"Stockholm, Sweden",Stockholm,Sweden,59.3327036,18.0656255
langchaingo,5813,tmc,SF,San Francisco,United States,37.7749295,-122.4194155
langchaingo,5813,FluffyKebab,Norway,Trondheim,Norway,60.47202399999999,8.468945999999999
langchaingo,5813,eliben,California,California,United States,34.0548951,-118.2426415
langchaingo,5813,zivkovicn,"Belgrade, Serbia",Belgrade,Serbia,44.8125449,20.46123
langchaingo,5813,Struki84,Zagreb,City of Zagreb,Croatia,45.8150108,15.981919
langchaingo,5813,baoist,"College Park, MD",College Park,United States,38.9896967,-76.93776
langchaingo,5813,pieterclaerhout,"Beernem, Belgium",Beernem,Belgium,51.1435347,3.3398661
langchaingo,5813,corani,"Beijing, China",Beijing,China,39.904211,116.407395
langchaingo,5813,byebyebruce,China Beijing,China Beijing,United States,39.904211,116.407395
langchaingo,5813,mdelapenya,Toledo (Spain),Toledo,Spain,39.8628296,-4.0273067
langchaingo,5813,devalexandre,"Wells of Caldas, MG",Wells of Caldas,MG,-21.7853787,-46.5619303
langchaingo,5813,mathiasb,"Stockholm, Sweden",Stockholm,Sweden,59.3327036,18.0656255
langchaingo,5813,chyroc,China,China,China,35.86166,104.195397
langchaingo,5813,Abirdcfly,Beijing,Beijing,China,39.904211,116.407395
langchaingo,5813,obitech,Nuremberg,Nuremberg,Germany,49.45428810000001,11.0745641
langchaingo,5813,mvrilo,São Paulo,São Paulo,Brazil,-23.5557714,-46.6395571
langchaingo,5813,ryomak,Japan,Japan,Japan,36.204824,138.252924
langchaingo,5813,wangjiancn,"China, Hangzhou",China,Hangzhou,30.2741499,120.15515
langchaingo,5813,nidzola,"Belgrade, Serbia",Belgrade,Serbia,44.8125449,20.46123
langchaingo,5813,felixgunawan,Indonesia,Indonesia,Indonesia,-0.789275,113.921327
langchaingo,5813,haochunchang,Taiwan,Taiwan,Taiwan,23.69781,120.960515
langchaingo,5813,edocevol,Shenzhen China,Shenzhen,China,22.5428599,114.05956
langchaingo,5813,bjwswang,Beijing,Beijing,China,39.904211,116.407395
langchaingo,5813,mplachter,South Florida,South Florida,United States,26.522474,-81.1637245
langchaingo,5813,dddbliss,"Tacoma, WA",Tacoma,United States,47.255134,-122.4420002
langchaingo,5813,Fraser-Isbester,"San Francisco, CA",San Francisco,Canada,37.7749295,-122.4194155
langchaingo,5813,Oloruntobi1,"Surulere, Lagos",Surulere,Lagos,6.498292999999999,3.348572
langchaingo,5813,cgrotz,Friedrichshafen,Friedrichshafen,Germany,47.65673289999999,9.4649538
langchaingo,5813,sxk10812139,China,China,China,35.86166,104.195397
langchaingo,5813,lifejwang11,Shanghai,Shanghai,China,31.230416,121.473701
langchaingo,5813,h3l,China,China,China,35.86166,104.195397
langchaingo,5813,jaylalakiya,"Surat, Gujarat, India",Letter,India,21.1702401,72.83106070000001
langchaingo,5813,mayliex,Astana,Astana,Kazakhstan,51.1655126,71.4272222
langchaingo,5813,swuecho,"Auburn, AL",Auburn,United States,32.6082403,-85.4799167
langchaingo,5813,gluonfield,London,London,United Kingdom,51.5072178,-0.1275862
langchaingo,5813,Andyyesiyu,Shanghai,Shanghai,China,31.230416,121.473701
langchaingo,5813,teezzan,Nigeria,Lagos,Nigeria,9.081999,8.675277
langchaingo,5813,bdqfork,Beijing,Beijing,China,39.904211,116.407395
langchaingo,5813,chenquan,"Chengdu, China",Chengdu,China,30.5722599,104.0665099
langchaingo,5813,geekr-dev,Hangzhou,Hangzhou,China,30.2741499,120.15515
langchaingo,5813,tazarov,Bulgaria,Bulgaria,Bulgaria,42.733883,25.48583
langchaingo,5813,lwlee2608,"Kuala Lumpur, Malaysia",Kuala Lumpur,Malaysia,3.1319197,101.6840589
langchaingo,5813,jvgrootveld,Netherlands,The Netherlands,Netherlands,52.132633,5.291265999999999
langchaingo,5813,AshDevFr,Seattle,Seattle,United States,47.6061389,-122.3328481
langchaingo,5813,mheers,"Rethymno, Greece",Rethymno,Greece,35.36555450000001,24.4919838
langchaingo,5813,redanesconde,Philippines,Philippines,Philippines,12.879721,121.774017
langchaingo,5813,XiaoConstantine,New York,City of New York,United States,40.7127753,-74.0059728
langchaingo,5813,wgeorgecook,USA,United States,USA,38.7945952,-106.5348379
langchaingo,5813,KabudoWiseMan,"Moscow, Russia",Moscow,Russia,55.755826,37.6173
langchaingo,5813,urjitbhatia,San Francisco / NYC / India ,New York,United States,40.7127753,-74.0059728
langchaingo,5813,timmattison,New York,City of New York,United States,40.7127753,-74.0059728
langchaingo,5813,iwilltry42,"Dormagen, NRW, Germany",Dormagen,Germany,51.09368509999999,6.828911199999999
langchaingo,5813,Pramodh-G,"Navi Mumbai, India",Navi Mumbai,India,19.0330488,73.0296625
langchaingo,5813,taigrr,Silicon Valley,Silicon Valley,United States,37.387474,-122.0575434
langchaingo,5813,iocron,Germany,Germany,Germany,51.165691,10.451526
langchaingo,5813,Saerdna,beijing,Beijing,China,39.904211,116.407395
langchaingo,5813,tecnologer,Mexico,Mexico,Mexico,23.634501,-102.552784
langchaingo,5813,rajaiswal,"New York, NY",New York,United States,40.7127753,-74.0059728
langchaingo,5813,vdpoora,Belgium,Belgium / Belgium / Belgium,Belgium,50.503887,4.469936
langchaingo,5813,takeyamakenta,Tokyo/Japan,Tokyo,Japan,35.6764225,139.650027
langchaingo,5813,LooJee,"hangzhou,China",hangzhou,China,30.2741499,120.15515
langchaingo,5813,leehaoze,"BeiJing, China",BeiJing,China,39.904211,116.407395
langchaingo,5813,ion232,"Manchester, UK",Manchester,United Kingdom,53.4807593,-2.2426305
langchaingo,5813,fanchunke,Shanghai,Shanghai,China,31.230416,121.473701
langchaingo,5813,schneedotdev,new york,City of New York,United States,40.7127753,-74.0059728
langchaingo,5813,fstau,"Berlin, Germany",Berlin,Germany,52.52000659999999,13.404954
langchaingo,5813,erictse,SF Bay Area,San Francisco Bay Area,United States,37.8271784,-122.2913078
langchaingo,5813,CyrilPeponnet,"San Jose, California",San José,California,37.33874,-121.8852525
langchaingo,5813,codyoss,"Moorhead, MN",Moorhead,United States,46.8737648,-96.7678039
langchaingo,5813,ChrisCPoirier,Florida,Florida,United States,30.4380786,-84.2806241
langchaingo,5813,chxru,Sri Lanka,Sri Lanka,Sri Lanka,7.873053999999999,80.77179699999999
langchaingo,5813,sausheong,Singapore,Singapore,Singapore,1.352083,103.819836
langchaingo,5813,caxqueiroz,Melbourne/AU,Melbourne,Australia,-37.8136276,144.9630576
langchaingo,5813,0xd219b,HangZhou,Hangzhou,China,30.2741499,120.15515
langchaingo,5813,Ashad001,Karachi,Karachi Division,Pakistan,24.8607343,67.0011364
langchaingo,5813,anuraaga,"Yokohama, Japan",Yokohama,Japan,35.4436739,139.6379639
langchaingo,5813,acrmp,New Zealand,New Zealand / Aotearoa,New Zealand,-40.900557,174.885971
langchaingo,5813,alvarowolfx,"Cuiaba, MT, Brazil",Cuiaba,Brazil,-15.5954635,-56.0925824
langchaingo,5813,Kledal,Denmark,Denmark,Denmark,56.26392,9.501785
langchaingo,5813,abdallamourad,"Berlin, Germany",Berlin,Germany,52.52000659999999,13.404954
langchaingo,5813,aannirajpatel,"Raleigh, NC",Raleigh,United States,35.7795897,-78.6381787
langchaingo,5813,nikhilnarayanan623,"Kochi, Kerala",Kochi,Kerala,9.9312328,76.26730409999999
langchaingo,5813,mehulmshah,San Francisco,San Francisco,United States,37.7749295,-122.4194155
langchaingo,5813,noodnik2,"Berkeley, CA",Berkeley,Canada,37.8715226,-122.273042
langchaingo,5813,mheck136,"Groningen, Netherlands",Groningen,Netherlands,53.2193835,6.566501799999999
langchaingo,5813,marcusolsson,"Stockholm, Sweden",Stockholm,Sweden,59.3327036,18.0656255
langchaingo,5813,Mannetjie,South Africa,Cape Town,South Africa,-30.559482,22.937506
langchaingo,5813,alsdjfklas,Shanghai,Shanghai,China,31.230416,121.473701
langchaingo,5813,lucaronca,Terni,Terni,Italy,42.5604522,12.6470618
langchaingo,5813,lowjiansheng,Singapore,Singapore,Singapore,1.352083,103.819836
langchaingo,5813,Neofox,"Korea, Seoul",Korea,Seoul,37.550263,126.9970831
